layers,neurons,activation,epochs,lr,batch_size,mae,mse,r2,accuracy
2,8,Softmax,1,0.1,256,2.6432935950603893,10.226763307175178,-1.7690982818603516,55.94510674899351
2,8,Softmax,1,0.1,512,2.2448131901434407,7.742302932602051,-1.096381425857544,62.586446830942656
2,8,Softmax,1,0.01,16,2.678666529151001,10.470158113413095,-1.8350019454956055,55.35555784748332
2,8,Softmax,1,0.01,32,2.9578697153721576,12.42192932285595,-2.363482713699341,50.70217141046405
2,8,Softmax,1,0.01,64,2.497511583158029,9.252030633868152,-1.5051701068878174,58.37480694736619
2,8,Softmax,1,0.01,128,2.9143225099389434,12.190554473442985,-2.3008334636688232,51.42795816768428
2,8,Softmax,1,0.01,256,2.663715316823752,10.357487058188978,-1.8044943809509277,55.60474471960413
2,8,Softmax,1,0.01,512,2.907759766770311,12.129821331225948,-2.284388542175293,51.53733722049483
2,8,Softmax,1,0.001,16,2.884904098802689,11.98564587266725,-2.2453503608703613,51.91826501995518
2,8,Softmax,1,0.001,32,2.6296005923979107,10.109160883770915,-1.7372548580169678,56.17332346003483
2,8,Softmax,1,0.001,64,3.046711305882914,12.965136419051298,-2.5105667114257812,49.22147823528476
2,8,Softmax,1,0.001,128,2.7492302220411617,10.960700156260415,-1.9678258895874023,54.17949629931398
2,8,Softmax,1,0.001,256,2.876511311022032,11.93598715009642,-2.2319042682647705,52.05814481629947
2,8,Softmax,1,0.001,512,2.692122478328698,10.554544045753653,-1.857851266860962,55.131292027855025
2,8,Softmax,1,0.0001,16,3.081591209057657,13.18100689955936,-2.5690183639526367,48.640146515705716
2,8,Softmax,1,0.0001,32,3.050704908673927,13.005803871076624,-2.521578311920166,49.15491818876788
2,8,Softmax,1,0.0001,64,3.1750169480593775,13.754260825288913,-2.724238157272339,47.083050865677045
2,8,Softmax,1,0.0001,128,3.0280373381279038,12.862063291426168,-2.4826576709747314,49.5327110312016
2,8,Softmax,1,0.0001,256,3.2085601296407957,13.960304729328925,-2.7800283432006836,46.523997839320074
2,8,Softmax,1,0.0001,512,2.7498539592674436,10.965430656316245,-1.969106912612915,54.16910067887595
2,8,Softmax,10,10.0,16,284.23719771364904,143330.4087632727,-38808.5390625,-4637.286628560818
2,8,Softmax,10,10.0,32,193.98659008558198,75155.57232769858,-20348.85546875,-3133.1098347597
2,8,Softmax,10,10.0,64,378.68803409368996,159356.58569856232,-43147.9453125,-6211.4672348948325
2,8,Softmax,10,10.0,128,560.4275123830664,316887.1778845692,-85802.46875,-9240.458539717774
2,8,Softmax,10,10.0,256,566.0888447502263,325541.34965058183,-88145.7578125,-9334.814079170437
2,8,Softmax,10,10.0,512,753.3615518845002,577148.3574879819,-156273.328125,-12456.025864741669
2,8,Softmax,10,1.0,16,1.9128766584058179,6.672996636755178,-0.8068457841873169,68.11872235990305
2,8,Softmax,10,1.0,32,2.4465494378520525,11.280455537081117,-2.05440616607666,59.224176035799125
2,8,Softmax,10,1.0,64,5.17285151656356,32.907576461188405,-7.91037654876709,13.785808057274007
2,8,Softmax,10,1.0,128,9.172699612646802,89.90455599724105,-23.343433380126953,-52.87832687744671
2,8,Softmax,10,1.0,256,6.605431256846615,48.73510578109946,-12.195992469787598,-10.090520947443583
2,8,Softmax,10,1.0,512,3.6306782986255404,19.60259300933253,-4.307788848876953,39.48869502290766
2,8,Softmax,10,0.1,16,1.4272792536598007,3.14929927593457,0.1472650170326233,76.21201243900332
2,8,Softmax,10,0.1,32,1.416240361283575,3.0046227816910207,0.18643903732299805,76.39599397860708
2,8,Softmax,10,0.1,64,1.3886702415790964,3.1380330282041995,0.15031558275222778,76.85549597368173
2,8,Softmax,10,0.1,128,1.3663104580931067,2.9750127946988796,0.19445651769638062,77.22815903178156
2,8,Softmax,10,0.1,256,1.4901526002455547,3.1691646102681057,0.14188605546951294,75.16412332924075
2,8,Softmax,10,0.1,512,1.4597153130998002,2.856010767700604,0.22667866945266724,75.67141144833667
2,8,Softmax,10,0.01,16,2.254975950746108,7.8051536519606595,-1.1133995056152344,62.41706748756486
2,8,Softmax,10,0.01,32,2.365303013341647,8.436865272624376,-1.2844479084014893,60.57828311097255
2,8,Softmax,10,0.01,64,2.4638202308058457,9.034103676850886,-1.446162223815918,58.936329486569235
2,8,Softmax,10,0.01,128,2.6781028724026736,10.461477850319353,-1.8326518535614014,55.364952126622114
2,8,Softmax,10,0.01,256,2.731699153833778,10.863588346058494,-1.9415311813354492,54.47168076943703
2,8,Softmax,10,0.01,512,2.437302381434339,8.865482565603429,-1.4005045890808105,59.378293642761015
2,8,Softmax,10,0.001,16,2.813052627317449,11.441015230902156,-2.0978810787200928,53.11578954470919
2,8,Softmax,10,0.001,32,2.7807882425351065,11.202350324415427,-2.0332577228546143,53.65352929108156
2,8,Softmax,10,0.001,64,2.730090919926093,10.829189337965483,-1.9322168827056885,54.49848466789844
2,8,Softmax,10,0.001,128,2.704394194779667,10.656400070845743,-1.8854308128356934,54.92676342033889
2,8,Softmax,10,0.001,256,2.766110735441212,11.0916926963152,-2.0032949447631836,53.898154409313136
2,8,Softmax,10,0.001,512,2.5849154306923525,9.816710525868404,-1.6580684185028076,56.91807615512745
2,8,Softmax,10,0.0001,16,2.817247340962044,11.487151197736171,-2.110373020172119,53.0458776506326
2,8,Softmax,10,0.0001,32,3.1198735345621764,13.41542679111685,-2.6324918270111084,48.00210775729706
2,8,Softmax,10,0.0001,64,2.6706501798920033,10.394712628939743,-1.8145737648010254,55.48916366846661
2,8,Softmax,10,0.0001,128,3.312595073072059,14.666950221353348,-2.9713666439056396,44.79008211546568
2,8,Softmax,10,0.0001,256,2.8582081783818296,11.798682088194676,-2.1947264671325684,52.3631970269695
2,8,Softmax,10,0.0001,512,2.9260731045658708,12.260008177406563,-2.3196394443511963,51.23211492390216
2,8,Softmax,25,10.0,16,190.6487087944157,49861.08360951497,-13499.8740234375,-3077.4784799069284
2,8,Softmax,25,10.0,32,216.11647890420107,59685.760000066846,-16160.0986328125,-3501.941315070018
2,8,Softmax,25,10.0,64,10.13232690617266,339.8366693013977,-91.01748657226562,-68.87211510287766
2,8,Softmax,25,10.0,128,141.13216924554632,33026.452427288736,-8941.564453125,-2252.202820759105
2,8,Softmax,25,10.0,256,101.90513942709488,16447.5939353104,-4452.5107421875,-1598.4189904515813
2,8,Softmax,25,10.0,512,185.46694250084266,53313.81812729568,-14434.7685546875,-2991.1157083473777
2,8,Softmax,25,1.0,16,1.7661947209220688,4.864222055406004,-0.3170841932296753,70.56342131796552
2,8,Softmax,25,1.0,32,2.0008385412518295,6.942904613810949,-0.8799285888671875,66.65269097913618
2,8,Softmax,25,1.0,64,1.571152490645154,4.3262207096259715,-0.1714097261428833,73.8141251559141
2,8,Softmax,25,1.0,128,1.7282355620787782,5.636062962677054,-0.5260752439498901,71.1960739653537
2,8,Softmax,25,1.0,256,2.4498782242443546,7.931488230657335,-1.1476070880889893,59.16869626259409
2,8,Softmax,25,1.0,512,1.875921436517233,6.1431612717193635,-0.6633821725845337,68.73464272471278
2,8,Softmax,25,0.1,16,1.1318275899610903,2.311417864442417,0.3741379380226135,81.13620683398183
2,8,Softmax,25,0.1,32,1.2324933759850532,2.655966144979789,0.2808447480201721,79.45844373358246
2,8,Softmax,25,0.1,64,1.2028271491082283,2.498119194032321,0.3235848546028137,79.9528808481962
2,8,Softmax,25,0.1,128,1.2100926528444809,2.376047939826898,0.3566380739212036,79.83178911925866
2,8,Softmax,25,0.1,256,1.1556146976936512,2.3327286426168143,0.36836767196655273,80.73975503843914
2,8,Softmax,25,0.1,512,1.1202060638026425,2.3362570425034344,0.3674122095108032,81.32989893662263
2,8,Softmax,25,0.01,16,1.726756080949842,4.582300491801368,-0.24074840545654297,71.22073198416929
2,8,Softmax,25,0.01,32,1.7274832221069516,4.626273015679038,-0.25265491008758545,71.20861296488414
2,8,Softmax,25,0.01,64,1.8357956440454397,5.239385812847941,-0.418667197227478,69.403405932576
2,8,Softmax,25,0.01,128,1.6830300154697246,4.374525798318328,-0.18448925018310547,71.94949974217127
2,8,Softmax,25,0.01,256,1.8512909308111132,5.33539827216091,-0.44466447830200195,69.14515115314812
2,8,Softmax,25,0.01,512,1.6614699076253472,4.21383103878786,-0.14097797870635986,72.3088348729109
2,8,Softmax,25,0.001,16,2.7459335954194937,10.940289189386892,-1.9622993469238281,54.23444007634177
2,8,Softmax,25,0.001,32,3.0949769535456424,13.2780093096123,-2.595283031463623,48.41705077423929
2,8,Softmax,25,0.001,64,2.9607307305273296,12.446531556367926,-2.3701443672180176,50.65448782454452
2,8,Softmax,25,0.001,128,2.6753730430811573,10.437742368278123,-1.8262250423431396,55.41044928198071
2,8,Softmax,25,0.001,256,2.777372846366666,11.168410032298176,-2.0240676403045654,53.71045256055558
2,8,Softmax,25,0.001,512,3.043724943912339,12.936270293356282,-2.5027503967285156,49.27125093479435
2,8,Softmax,25,0.0001,16,3.013758290321269,12.781953251352496,-2.4609663486480713,49.77069516131218
2,8,Softmax,25,0.0001,32,2.83638876510991,11.634986121824154,-2.150402307510376,52.72685391483483
2,8,Softmax,25,0.0001,64,2.9431800921590687,12.350029534336358,-2.3440144062042236,50.946998464015515
2,8,Softmax,25,0.0001,128,2.7648003360622035,11.082587554127889,-2.0008294582366943,53.91999439896327
2,8,Softmax,25,0.0001,256,3.2410266823520617,14.182247234094115,-2.840123414993286,45.982888627465634
2,8,Softmax,25,0.0001,512,3.160654261637805,13.679327536616796,-2.7039480209350586,47.32242897270326
2,8,Softmax,50,10.0,16,48.56187859212817,3276.1952500056827,-886.0945434570312,-709.3646432021361
2,8,Softmax,50,10.0,32,92.27298025036535,46009.355531851266,-12456.9423828125,-1437.8830041727558
2,8,Softmax,50,10.0,64,44.78351172769605,2156.5543706505373,-582.9296875,-646.3918621282676
2,8,Softmax,50,10.0,128,201.9910465177351,43563.73410546838,-11794.7421875,-3266.5174419622517
2,8,Softmax,50,10.0,256,25.022230739007323,1140.9054666889015,-307.9226989746094,-317.03717898345536
2,8,Softmax,50,10.0,512,39.204077601150985,3221.559584093707,-871.3008422851562,-553.4012933525164
2,8,Softmax,50,1.0,16,1.6379888457891225,3.6992323708311434,-0.0016402006149291992,72.70018590351462
2,8,Softmax,50,1.0,32,1.5645411335830148,7.828538109887715,-1.1197309494018555,73.92431444028308
2,8,Softmax,50,1.0,64,1.4927981463448095,3.316246838646385,0.10206061601638794,75.12003089425318
2,8,Softmax,50,1.0,128,1.44559019564455,3.323852926415154,0.10000121593475342,75.90683007259084
2,8,Softmax,50,1.0,256,1.6031480726057192,3.448015085616403,0.06638181209564209,73.28086545657135
2,8,Softmax,50,1.0,512,1.3814748321300985,3.0332361099071696,0.1786913275718689,76.97541946449836
2,8,Softmax,50,0.1,16,1.0540619221984917,2.0571119756375205,0.4429962635040283,82.4323012966918
2,8,Softmax,50,0.1,32,0.9770794888478362,1.7450971474725387,0.5274804830551147,83.71534185253606
2,8,Softmax,50,0.1,64,1.038096108053311,2.03226547285559,0.4497239589691162,82.69839819911148
2,8,Softmax,50,0.1,128,1.1493836898471166,2.1750885137209734,0.41105180978775024,80.84360516921473
2,8,Softmax,50,0.1,256,1.1114364843771531,2.075941353030562,0.43789786100387573,81.47605859371411
2,8,Softmax,50,0.1,512,1.0515108889158171,2.032781983152545,0.44958406686782837,82.47481851806971
2,8,Softmax,50,0.01,16,1.4948015787922744,2.9619540845731946,0.19799238443374634,75.0866403534621
2,8,Softmax,50,0.01,32,1.5234886219033676,3.020722393298489,0.18207979202270508,74.6085229682772
2,8,Softmax,50,0.01,64,1.5707034191059446,3.220687052262713,0.12793540954589844,73.8216096815676
2,8,Softmax,50,0.01,128,1.6034744907496388,3.3398059438100236,0.09568148851394653,73.2754251541727
2,8,Softmax,50,0.01,256,1.5953728651042245,3.3049652085603305,0.10511535406112671,73.41045224826293
2,8,Softmax,50,0.01,512,1.5963107744852703,3.284283343386509,0.11071532964706421,73.3948204252455
2,8,Softmax,50,0.001,16,2.9509796529620815,12.38424120452509,-2.3532779216766357,50.81700578396531
2,8,Softmax,50,0.001,32,2.5680316215288554,9.704762766852419,-1.6277563571929932,57.19947297451908
2,8,Softmax,50,0.001,64,2.3953347789480333,8.607182762030066,-1.3305647373199463,60.07775368419945
2,8,Softmax,50,0.001,128,2.57443906236484,9.742842517978392,-1.6380672454833984,57.092682293919324
2,8,Softmax,50,0.001,256,2.8131196934456804,11.459493577725123,-2.102884292602539,53.11467177590532
2,8,Softmax,50,0.001,512,3.091607408109286,13.23468820617366,-2.5835535526275635,48.47320986484524
2,8,Softmax,50,0.0001,16,2.9272634065039176,12.250396473132906,-2.3170371055603027,51.21227655826803
2,8,Softmax,50,0.0001,32,3.03816534304027,12.937928948640486,-2.503200054168701,49.363910949328826
2,8,Softmax,50,0.0001,64,2.7308942331419486,10.832763749393878,-1.9331848621368408,54.48509611430086
2,8,Softmax,50,0.0001,128,2.9558678851517945,12.424686995525349,-2.364229440689087,50.7355352474701
2,8,Softmax,50,0.0001,256,3.103745390161273,13.297143486211775,-2.600464105606079,48.27091016397878
2,8,Softmax,50,0.0001,512,2.59622563939568,9.88656482833173,-1.6769828796386719,56.72957267673866
2,8,Softmax,100,10.0,16,5.2163965121510465,32.98179703717607,-7.930472373962402,13.060058130815888
2,8,Softmax,100,10.0,32,2.4024627721619662,8.93256618102958,-1.4186687469482422,59.958953797300566
2,8,Softmax,100,10.0,64,5.707455574197972,210.176291143667,-55.90938186645508,4.875740430033792
2,8,Softmax,100,10.0,128,2.215988357580018,8.55258993025394,-1.3157827854156494,63.06686070699969
2,8,Softmax,100,10.0,256,3.690602800806645,27.80751952411747,-6.529435634613037,38.489953319889246
2,8,Softmax,100,10.0,512,22.838151564271175,537.1836378292171,-144.45309448242188,-280.6358594045196
2,8,Softmax,100,1.0,16,1.2777757729198915,2.5906120373002226,0.2985406517982483,78.70373711800181
2,8,Softmax,100,1.0,32,1.4113092225212296,3.08845387548373,0.1637400984764099,76.47817962464617
2,8,Softmax,100,1.0,64,1.3561888214544202,2.922178349420042,0.208762526512146,77.39685297575967
2,8,Softmax,100,1.0,128,1.3057380418687283,2.664569590047223,0.278515100479126,78.23769930218786
2,8,Softmax,100,1.0,256,1.4491751165818378,3.29979106938554,0.10651642084121704,75.8470813903027
2,8,Softmax,100,1.0,512,1.2928167871831437,2.957294818201944,0.19925403594970703,78.4530535469476
2,8,Softmax,100,0.1,16,0.9478655694928857,1.7296618463290934,0.5316598415374756,84.20224050845191
2,8,Softmax,100,0.1,32,0.6194379741841174,0.9455854010961887,0.7439640760421753,89.67603376359804
2,8,Softmax,100,0.1,64,0.7377350405739272,1.1329296984417436,0.6932369470596313,87.70441599043454
2,8,Softmax,100,0.1,128,0.5775021175825286,0.720176575021421,0.8049979209899902,90.37496470695785
2,8,Softmax,100,0.1,256,0.4376732330795721,0.42036495536566365,0.8861778974533081,92.70544611534046
2,8,Softmax,100,0.1,512,0.545950493632197,0.7165667327567131,0.8059754371643066,90.90082510613004
2,8,Softmax,100,0.01,16,1.234245381315831,2.3524509868703807,0.3630273938179016,79.42924364473615
2,8,Softmax,100,0.01,32,1.1772208301522207,2.183344329621834,0.408816397190094,80.37965283079632
2,8,Softmax,100,0.01,64,1.1711348521371259,2.2374348324490425,0.394170343875885,80.48108579771457
2,8,Softmax,100,0.01,128,1.1894848886392924,2.253433478001131,0.3898383378982544,80.1752518560118
2,8,Softmax,100,0.01,256,1.224226575018948,2.3563957759391085,0.3619593381881714,79.5962237496842
2,8,Softmax,100,0.01,512,1.2329686694815931,2.4278586837274005,0.34260934591293335,79.45052217530679
2,8,Softmax,100,0.001,16,2.140498240506959,7.1850078384260945,-0.9454828500747681,64.32502932488401
2,8,Softmax,100,0.001,32,2.5408396170635315,9.536696526531898,-1.5822489261627197,57.65267304894115
2,8,Softmax,100,0.001,64,2.4746663836722678,9.102012242280315,-1.4645495414733887,58.75556027212887
2,8,Softmax,100,0.001,128,2.541356723852473,9.533097716172284,-1.5812745094299316,57.64405460245878
2,8,Softmax,100,0.001,256,2.51271950444713,9.355659947530642,-1.5332295894622803,58.12134159254783
2,8,Softmax,100,0.001,512,2.2741893295982485,7.937529014719759,-1.149242639541626,62.09684450669586
2,8,Softmax,100,0.0001,16,2.8465039278897972,11.69973048993985,-2.167933464050293,52.55826786850337
2,8,Softmax,100,0.0001,32,3.0356538459729077,12.92546302862745,-2.499824285507202,49.405769233784866
2,8,Softmax,100,0.0001,64,2.9490036186949298,12.411299544554712,-2.3606042861938477,50.84993968841785
2,8,Softmax,100,0.0001,128,3.28938179616387,14.514656911959031,-2.9301300048828125,45.17697006393549
2,8,Softmax,100,0.0001,256,3.0630564929005946,13.055172087689934,-2.534945487976074,48.949058451656754
2,8,Softmax,100,0.0001,512,2.6928959429686796,10.569528179866708,-1.8619084358215332,55.11840095052201
2,8,Softmax,250,10.0,16,1.9907524873178901,5.559933909961571,-0.5054619312286377,66.82079187803515
2,8,Softmax,250,10.0,32,1.4808510313642786,3.2797398585095467,0.11194556951522827,75.31914947726203
2,8,Softmax,250,10.0,64,1.6914083963308493,5.832507169250981,-0.5792664289474487,71.8098600611525
2,8,Softmax,250,10.0,128,1.6947137999478243,3.667726077271205,0.006890773773193359,71.7547700008696
2,8,Softmax,250,10.0,256,1.3881068302948143,2.9999716167451034,0.18769842386245728,76.8648861617531
2,8,Softmax,250,10.0,512,1.5799575246535857,3.3830214156962897,0.08398014307022095,73.6673745891069
2,8,Softmax,250,1.0,16,1.2430999837023147,2.5787755306545526,0.30174559354782104,79.28166693829476
2,8,Softmax,250,1.0,32,1.3669069162779102,7.065171726338848,-0.9130347967147827,77.21821806203482
2,8,Softmax,250,1.0,64,1.2645688985538257,2.4974498231487576,0.3237660527229309,78.92385169076958
2,8,Softmax,250,1.0,128,1.1663628422058503,2.5592212608321634,0.30704033374786377,80.56061929656916
2,8,Softmax,250,1.0,256,1.3279507210914125,2.9147971787510567,0.21076107025146484,77.86748798180979
2,8,Softmax,250,1.0,512,1.3810917456099328,2.8344149436959434,0.23252618312835693,76.98180423983445
2,8,Softmax,250,0.1,16,0.345914554018219,0.36164761218447694,0.902076780796051,94.23475743302969
2,8,Softmax,250,0.1,32,0.4652186220701141,0.4855827296151951,0.8685188889503479,92.24635629883143
2,8,Softmax,250,0.1,64,0.4026710445294707,0.4342710563242784,0.8824125528335571,93.28881592450881
2,8,Softmax,250,0.1,128,0.4439442262018262,0.48133752354011633,0.8696683645248413,92.6009295633029
2,8,Softmax,250,0.1,256,0.4008580182742847,0.34067202676462194,0.9077563285827637,93.31903302876192
2,8,Softmax,250,0.1,512,0.48581615604689216,0.5840924918452859,0.8418453931808472,91.90306406588513
2,8,Softmax,250,0.01,16,0.7655220287488708,1.3556920838536453,0.6329195499420166,87.24129952085215
2,8,Softmax,250,0.01,32,0.8443625177439504,1.568427328164153,0.5753173232078552,85.92729137093416
2,8,Softmax,250,0.01,64,0.746710866584,1.208683994656807,0.6727249622344971,87.55481889026666
2,8,Softmax,250,0.01,128,0.7936991864714076,1.4443321873444426,0.6089185476303101,86.77168022547654
2,8,Softmax,250,0.01,256,0.883155611636509,1.6113155270882455,0.5637044906616211,85.28073980605818
2,8,Softmax,250,0.01,512,0.7733619811264336,1.3144235362399173,0.6440938711166382,87.11063364789278
2,8,Softmax,250,0.001,16,1.8313051355082375,5.271276412378549,-0.4273022413253784,69.47824774152937
2,8,Softmax,250,0.001,32,1.5592143487704844,3.5287599143513444,0.04451858997344971,74.0130941871586
2,8,Softmax,250,0.001,64,1.7037018173975302,4.580958549846417,-0.2403850555419922,71.60496971004116
2,8,Softmax,250,0.001,128,1.6916539212490649,4.570772536528135,-0.23762691020965576,71.80576797918225
2,8,Softmax,250,0.001,256,1.6125203833230561,4.114150943455738,-0.11398768424987793,73.12466027794906
2,8,Softmax,250,0.001,512,1.589000620176888,3.5981512643486124,0.02572941780090332,73.5166563303852
2,8,Softmax,250,0.0001,16,3.066745651282599,13.10333113672297,-2.547985792160034,48.887572478623355
2,8,Softmax,250,0.0001,32,3.0748463123684515,13.1173297229344,-2.551776170730591,48.75256146052581
2,8,Softmax,250,0.0001,64,3.149079157704439,13.585088366251666,-2.6784307956695557,47.51534737159269
2,8,Softmax,250,0.0001,128,3.034071110100893,12.895550528642467,-2.491725444793701,49.43214816498512
2,8,Softmax,250,0.0001,256,2.771766695746575,11.143121178965536,-2.0172200202941895,53.80388840422374
2,8,Softmax,250,0.0001,512,2.7827472694869866,11.215421462969623,-2.036796808242798,53.62087884188356
2,8,Tanh,1,10.0,16,286.0208419817841,112094.4318866015,-30350.78125,-4667.014033029735
2,8,Tanh,1,10.0,32,604.042853804063,514702.9447589121,-139365.0,-9967.380896734385
2,8,Tanh,1,10.0,64,302.1719607314883,123333.71054477888,-33394.0390625,-4936.199345524805
2,8,Tanh,1,10.0,128,330.4406827493762,168167.87424511992,-45533.7734375,-5407.344712489604
2,8,Tanh,1,10.0,256,605.3155011476917,423199.3901737527,-114588.59375,-9988.591685794863
2,8,Tanh,1,10.0,512,587.8975691603713,579784.4692395473,-156987.09375,-9698.292819339522
2,8,Tanh,1,1.0,16,2.6696554287105587,10.801494082990837,-1.9247181415557861,55.505742854824014
2,8,Tanh,1,1.0,32,3.3862311207374503,16.20586678677244,-3.3880581855773926,43.56281465437583
2,8,Tanh,1,1.0,64,2.4958344297769783,7.784061507177403,-1.1076881885528564,58.40275950371703
2,8,Tanh,1,1.0,128,2.9084810255267097,10.477890327441443,-1.8370957374572754,51.525316241221496
2,8,Tanh,1,1.0,256,1.7813200567349192,5.680062129520438,-0.5379891395568848,70.31133238775135
2,8,Tanh,1,1.0,512,14.454964692147348,267.11558089169625,-71.32682037353516,-140.9160782024558
2,8,Tanh,1,0.1,16,2.009507299385454,6.778857511160965,-0.8355094194412231,66.5082116769091
2,8,Tanh,1,0.1,32,2.9311887191049313,12.27367669210632,-2.323340654373169,51.146854681584486
2,8,Tanh,1,0.1,64,2.7193375793120538,10.634299240747547,-1.8794465065002441,54.67770701146577
2,8,Tanh,1,0.1,128,2.6813571100468896,10.523359555963868,-1.849407434463501,55.31071483255183
2,8,Tanh,1,0.1,256,2.304623728230525,8.199029632483853,-1.2200491428375244,61.58960452949125
2,8,Tanh,1,0.1,512,2.353985138219863,8.399909601816859,-1.2744414806365967,60.76691436300228
2,8,Tanh,1,0.01,16,3.102537901266247,13.357925040995376,-2.61692214012146,48.29103497889589
2,8,Tanh,1,0.01,32,2.828626872456454,11.500637206985289,-2.1140246391296387,52.85621879239244
2,8,Tanh,1,0.01,64,2.6566315248925636,10.286791608693939,-1.7853522300720215,55.72280791845727
2,8,Tanh,1,0.01,128,2.992633692074752,12.556811165853528,-2.4000048637390137,50.12277179875413
2,8,Tanh,1,0.01,256,2.6787343633935805,10.541798393413444,-1.8544001579284668,55.35442727677366
2,8,Tanh,1,0.01,512,2.6355924958068147,10.165979015724325,-1.7526395320892334,56.07345840321975
2,8,Tanh,1,0.001,16,2.8382623446598894,11.474545671836324,-2.1069600582122803,52.69562758900184
2,8,Tanh,1,0.001,32,2.6905675818417087,10.59426753596248,-1.8686070442199707,55.15720696930486
2,8,Tanh,1,0.001,64,2.974760458571286,12.423950365507,-2.364030122756958,50.4206590238119
2,8,Tanh,1,0.001,128,3.0656312821349285,13.184673104532719,-2.5700106620788574,48.906145297751195
2,8,Tanh,1,0.001,256,2.6496965673269957,10.319412397549327,-1.794184684753418,55.838390544550066
2,8,Tanh,1,0.001,512,3.0260671328216016,12.783902033078114,-2.461494207382202,49.56554778630664
2,8,Tanh,1,0.0001,16,3.010931721604462,12.701734759854071,-2.4392457008361816,49.81780463992563
2,8,Tanh,1,0.0001,32,2.771164681595127,11.110568010275228,-2.008405923843384,53.813921973414544
2,8,Tanh,1,0.0001,64,3.0530044448079794,12.930047173384361,-2.501065492630005,49.11659258653368
2,8,Tanh,1,0.0001,128,2.9372209758271,12.28456436757205,-2.3262879848480225,51.046317069548344
2,8,Tanh,1,0.0001,256,2.7934558389105133,11.269412276270915,-2.0514159202575684,53.442402684824785
2,8,Tanh,1,0.0001,512,3.3726986321503953,15.22055091737717,-3.121264934539795,43.78835613082674
2,8,Tanh,10,10.0,16,729.3155067570102,762211.2469883066,-206382.75,-12055.25844595017
2,8,Tanh,10,10.0,32,602.8582615953811,560136.8092815134,-151667.09375,-9947.637693256353
2,8,Tanh,10,10.0,64,704.6388626098633,688865.6387033347,-186522.984375,-11643.981043497723
2,8,Tanh,10,10.0,128,519.7365325314497,439532.6182000771,-119011.125,-8562.275542190828
2,8,Tanh,10,10.0,256,987.9581836267566,1277832.2663031514,-345997.3125,-16365.96972711261
2,8,Tanh,10,10.0,512,573.0076585278161,460995.73568460287,-124822.703125,-9450.127642130268
2,8,Tanh,10,1.0,16,4.662950386955947,31.776992427764437,-7.604249000549316,22.284160217400885
2,8,Tanh,10,1.0,32,8.319774935995152,109.94259196335264,-28.76913070678711,-38.66291559991921
2,8,Tanh,10,1.0,64,7.0335896787350345,69.66432431866602,-17.862991333007812,-17.2264946455839
2,8,Tanh,10,1.0,128,5.567071687527019,46.2436579630337,-11.521384239196777,7.215471874549683
2,8,Tanh,10,1.0,256,6.496452297724731,54.56290382836779,-13.773983001708984,-8.274204962078846
2,8,Tanh,10,1.0,512,6.310433491465611,66.9194201792122,-17.119754791259766,-5.1738915244268435
2,8,Tanh,10,0.1,16,1.396374519412399,2.8487623821708086,0.2286413311958313,76.72709134312669
2,8,Tanh,10,0.1,32,1.4370467731856849,3.0504130590156366,0.17404043674468994,76.04922044690525
2,8,Tanh,10,0.1,64,1.3626583620166102,2.7993038943418718,0.24203312397003174,77.28902729972317
2,8,Tanh,10,0.1,128,1.38229307842311,2.8988987969684707,0.21506589651107788,76.9617820262815
2,8,Tanh,10,0.1,256,1.4300338688612548,2.974944210615369,0.19447511434555054,76.16610218564576
2,8,Tanh,10,0.1,512,1.4431573611906516,2.8619140273642283,0.22508025169372559,75.94737731348914
2,8,Tanh,10,0.01,16,2.243417764800308,7.910935854877209,-1.1420419216156006,62.60970391999487
2,8,Tanh,10,0.01,32,2.3957044425339,8.819194586321808,-1.3879711627960205,60.071592624435
2,8,Tanh,10,0.01,64,1.850221985973083,6.162748684103606,-0.668686032295227,69.16296690044861
2,8,Tanh,10,0.01,128,2.061338187320858,7.018421524052632,-0.9003764390945435,65.64436354465238
2,8,Tanh,10,0.01,256,2.2485775953735585,8.045114494860654,-1.1783738136291504,62.523706743774035
2,8,Tanh,10,0.01,512,2.4370657332047787,9.062864477309306,-1.4539496898651123,59.38223777992035
2,8,Tanh,10,0.001,16,2.959775337390161,12.396251529319002,-2.356529951095581,50.670411043497324
2,8,Tanh,10,0.001,32,2.840169121416607,11.511919896185802,-2.117079734802246,52.663847976389874
2,8,Tanh,10,0.001,64,2.9442274602874234,12.354203623246542,-2.345144748687744,50.929542328542944
2,8,Tanh,10,0.001,128,3.0697271014711256,13.117734397183515,-2.5518858432769775,48.837881642147906
2,8,Tanh,10,0.001,256,2.9462788296823805,12.370795885314092,-2.349637269973755,50.895352838626984
2,8,Tanh,10,0.001,512,2.731775287847006,10.88880341917523,-1.9483585357666016,54.470411869216576
2,8,Tanh,10,0.0001,16,3.0685414064754832,12.876363396311342,-2.48652982711792,48.85764322540861
2,8,Tanh,10,0.0001,32,3.0728346664925277,13.147308418593811,-2.5598936080932617,48.7860888917912
2,8,Tanh,10,0.0001,64,2.8292017913209913,11.574506127850757,-2.134026288986206,52.846636811316806
2,8,Tanh,10,0.0001,128,2.7661711806409395,11.105177437930905,-2.006946325302124,53.89714698931767
2,8,Tanh,10,0.0001,256,2.724688601726336,10.83372583868799,-1.9334452152252197,54.58852330456108
